Comment,topic_1final,topic_2final,topic_2nd_ratio,sentiment_1final,sentiment_2final
12 hour shifts for CNAS,Staffing and Scheduling,Co-Workers/Teamwork,0.007400001825766733,Negative,Positive
"Non-discrimination with age, race and gender",Employee relations,Co-Workers/Teamwork,0.0010547137546295731,Negative,Positive
Family comes 1st,Co-Workers/Teamwork,Inspiring Work/Place,0.012874707677924669,Positive,Negative
It is a beautiful facility that caters to each residents needs. I think each nurse here genuinely cares about each resident wants and needs and truly considers them to be family.,Inspiring Work/Place,Co-Workers/Teamwork,0.007106515493662555,Positive,Negative
I would hire someone in the executive director role that doesnâ€™t just talk about change. I would hire a person that made the changes with the executive team and posher those changes out to the line staff and stuck to the policies that the executive team says will be best for the residents and families.,Management Reliability/Integrity,Inspiring Work/Place,0.010295218790508456,Negative,Positive
Maybe a higher pay scale for the nursing staff. Turnover probably wouldn't be as much if the pay was a little better for them.,Incentives/Growth,Inspiring Work/Place,0.001212031232958948,Negative,Positive
Make it closer to my house.,Other,Inspiring Work/Place,0.002210133046300063,Negative,Positive
"Everyone strives to make this a great, successful, and effective organization that provides excellent care and opportunities - both for residents and co-workers.  People are treated like people, not just numbers or cogs in a machine.",Inspiring Work/Place,Co-Workers/Teamwork,0.007611797375712313,Positive,Negative
The residents and families are amazing.,Inspiring Work/Place,Co-Workers/Teamwork,0.0010745138501395827,Positive,Negative
more teamwork no matter what the issue is regarding a resident or not and respect from other coworkers to treat everyone as equal in the whole facility. ,Co-Workers/Teamwork,Inspiring Work/Place,0.006200633632271226,Negative,Positive
"The CEO and administrative staff here at WHV are excellent. Every month there is a town hall meeting for all staff members to attend.  The meetings are to keep staff up to date  on any upcoming events or changes that effects residents and the staff at WHV. Thatâ€™s one of the best things about working at WHV, staff members are always informed of any changes.",Communication/Support,Management Reliability/Integrity,0.034523248108212334,Positive,Negative
Management will figure it out. ,Management Reliability/Integrity,Communication/Support,0.0014220327178059474,Negative,Positive
the great communication with my team ,Communication/Support,Co-Workers/Teamwork,0.001075695984512241,Positive,Negative
Management at this facility is horrible. too much favoritism and you are always working short-staff. Even the resident noticed how short staff we are. Resident always complains of how horrible the food is. The pay is also horrible for the amount of back breaking job we do. We could make more doing the same job at a skill facility. Most of the Residents are also 2 person assist. I definitely won't recommend this place to a family member. ,Management Reliability/Integrity,Inspiring Work/Place,0.012380230830363466,Negative,Positive
Stress reduction ,Inspiring Work/Place,Co-Workers/Teamwork,0.09069953926067006,Negative,Positive
Better pay.,Incentives/Growth,Inspiring Work/Place,0.0011456504458278616,Negative,Positive
They have excellent benefits. ,Benefits,Inspiring Work/Place,0.0008822749108422719,Positive,Nothing
It is special and rewarding job to work with the type of patients we care for,Inspiring Work/Place,Co-Workers/Teamwork,0.007240534396509546,Positive,Negative
None ,No answer/Nothing,Inspiring Work/Place,9.33272183903864e-05,Nothing,Negative
More staff ,Staffing and Scheduling,Co-Workers/Teamwork,0.0019468024370339334,Negative,Positive
The flexibility when it comes to needing time off. ,Balancing Personal/Productivity,Staffing and Scheduling,0.02863005524467687,Positive,Negative
Id like to be able to take the time off I have earned without putting so much stress on my fellow employees..,Balancing Personal/Productivity,Benefits,0.016107998691728943,Negative,Positive
"Asking me ""if you could change one thing"" is asking me to pick from millions of my complaints. We are underpaid and overworked.

 The benefits here mean NOTHING when we have no time to use them. Paid time off? Great in theory, awful in practice when we're constantly rejected because there's no one to cover your shift.

Insurance? Great, if only I could get time off to go to a doctor without getting points.

Tuition reimbursement? Amazing! Too bad I can't get a consistent day off to go back to school.


",Benefits,Incentives/Growth,0.03746958413933367,Negative,Positive
"The residents make my job easy and fun, transporting them is a pleasure!",Inspiring Work/Place,Co-Workers/Teamwork,0.0010326864850964603,Positive,Negative
" I  love the rsidents   , the things I learn about them  and there life  acomplishments  and travels,sometime I get good tips about raising  my own family.and  the co workers.",Inspiring Work/Place,Co-Workers/Teamwork,0.012821582735283532,Positive,Negative
None,No answer/Nothing,Inspiring Work/Place,9.33272183903864e-05,Nothing,Negative
Management sucks,Management Reliability/Integrity,Co-Workers/Teamwork,0.0009272262613828311,Negative,Positive
"I feel that the management level, from facility to corporate, really care about their employees and family.  They are very understanding if there is a personal issue that needs resolved.",Management Reliability/Integrity,Co-Workers/Teamwork,0.004118102601552072,Positive,Negative
People benefits,Benefits,Inspiring Work/Place,0.001140998492712552,Positive,Negative
They do a very good job working with my schedule ,Staffing and Scheduling,Balancing Personal/Productivity,0.013054083727411951,Positive,Negative
My Boss,Management Reliability/Integrity,Co-Workers/Teamwork,0.0018128499112207703,Positive,Negative
Seems to be a lot of tension with the schedule and some people not meshing well. ,Co-Workers/Teamwork,Staffing and Scheduling,0.053657240672318585,Negative,Positive
I really think the company should look at the 4 days ON with 2 days OFF that the cmt/RA department adheres to.,Balancing Personal/Productivity,Staffing and Scheduling,0.027564134092710083,Negative,Positive
Friends that you make with the coworkers.,Co-Workers/Teamwork,Inspiring Work/Place,0.0013774622480915019,Positive,Negative
People,Co-Workers/Teamwork,Inspiring Work/Place,0.0014178577885444437,Positive,Negative
Longevity of employees (trained by people who have been here 15+ years) is remarkable. ,Co-Workers/Teamwork,Inspiring Work/Place,0.17109036886901943,Positive,Negative
"Sadly, Iâ€™m going to have to say to change pay ... we take care of elders with dementia and other underlying conditions and get paid less than those who work at Sheetz ...",Incentives/Growth,Inspiring Work/Place,0.001936033735863431,Negative,Positive
Very caring and family oriented.,Co-Workers/Teamwork,Inspiring Work/Place,0.020448168863423138,Positive,Negative
quit having to go to different buildings.,Other,Inspiring Work/Place,0.19902911775427404,Negative,Positive
Run by the owners and their family.,Management Reliability/Integrity,Inspiring Work/Place,0.007765635907344847,Positive,Negative
"more help,PRN",Co-Workers/Teamwork,Staffing and Scheduling,0.08292552142924572,Negative,Positive
"My supervisor recognizes and emphasizes work life balance, in many ways, for example: She values the extra time I put in and is very understanding when I have life events.",Management Reliability/Integrity,Communication/Support,0.0050600111360372116,Positive,Negative
"This is a place that you can truly share your faith freely.

We truly care about each other here in the workplace and in our community as well.",Co-Workers/Teamwork,Inspiring Work/Place,0.017923841823730118,Positive,Negative
Working with my coworkers. They can make me laugh. We do stuff for the residents for there birthdays and staff things.,Co-Workers/Teamwork,Inspiring Work/Place,0.004090017686084796,Positive,Negative
Less gossip,Employee relations,Co-Workers/Teamwork,0.0029504006217601192,Negative,Positive
If I could count on a certain amount of work hours/week.,Staffing and Scheduling,Balancing Personal/Productivity,0.03047373132165443,Negative,Positive
yes ok,No answer/Nothing,Inspiring Work/Place,0.00023200622990303974,Nothing,Negative
"more oversight from corporate to assure programs are not getting off course. If founds to be off course, help problem solve.",Management Reliability/Integrity,Communication/Support,0.005063061880764625,Negative,Positive
Provide a clear pathway for career advancement (not just clinical champion advancement).,Incentives/Growth,Inspiring Work/Place,0.0038180875560005845,Negative,Positive
Just to do more activities with the residents.,Inspiring Work/Place,Co-Workers/Teamwork,0.0011692757043885139,Negative,Positive
"Good communication skills are essential. A ""floater"" that can access information for clients and field workers any time a scheduler is not available.",Communication/Support,Co-Workers/Teamwork,0.002502298259310188,Negative,Positive
Nope ,No answer/Nothing,Inspiring Work/Place,0.0001072931265998029,Nothing,Negative
None,No answer/Nothing,Inspiring Work/Place,9.33272183903864e-05,Nothing,Negative
 communication and some management,Communication/Support,Management Reliability/Integrity,0.00216671662074759,Negative,Positive
"There is a true sense of ""family"" here. 
Managers genuinely care about their employees, one another and the success of WHV. It creates a unique atmosphere of kind, caring people and the support of one another that makes employees want to be here. ",Co-Workers/Teamwork,Management Reliability/Integrity,0.04673724764456331,Positive,Negative
The people and environment ,Co-Workers/Teamwork,Inspiring Work/Place,0.0038983537032913408,Positive,Negative
Nothing ,No answer/Nothing,Inspiring Work/Place,9.13251414270042e-05,Nothing,Negative
Nothing. Great company.,No answer/Nothing,Inspiring Work/Place,0.00034247674824757114,Nothing,Negative
"Since this is the only campus in Frederick all documents and new procedures are specific to Maryland , a lot of time we get documents that are only for PA and it gets confusing sometimes because we sometimes feel we are being told things that only apply to PA",Communication/Support,Supplies/Systems,0.1768821892026374,Negative,Positive
Better pay rates! ,Incentives/Growth,Inspiring Work/Place,0.0011886978556756554,Negative,Positive
Really nice residents,Inspiring Work/Place,Co-Workers/Teamwork,0.001948055671709938,Positive,Negative
Ask for fed back on changes before they happen,Communication/Support,Management Reliability/Integrity,0.002753230255963919,Negative,Positive
Higher pay for PCA's,Incentives/Growth,Inspiring Work/Place,0.0014209646589067625,Negative,Positive
Better communication systems. ,Communication/Support,Supplies/Systems,0.002617970444680724,Negative,Positive
"Bonuses, Higher budget, experienced caring caregivers",Benefits,Incentives/Growth,0.010757961438088484,Negative,Positive
"I want to see management that truly embodies the ""We Care"" attitude that the NLCS promotes. I want to see people in charge who care not only for the residents, but for the staff as well and treat us with respect.",Management Reliability/Integrity,Inspiring Work/Place,0.003384696902092305,Negative,Positive
Pay better,Incentives/Growth,Inspiring Work/Place,0.0010123167283611037,Negative,Positive
Administration,Management Reliability/Integrity,Co-Workers/Teamwork,0.0016933831371602375,Negative,Positive
Hire housekeepers to work with care givers,Staffing and Scheduling,Co-Workers/Teamwork,0.009136129728220883,Negative,Positive
This place is a great place to work because the consumers are great and I love making them happy.,Inspiring Work/Place,Co-Workers/Teamwork,0.02095427608808174,Positive,Nothing
That only those who should be admitted to the facility would be admitted. Many of the residents there are at a higher level of care than what the facility is staffed to safely handle. ,Inspiring Work/Place,Staffing and Scheduling,0.02765736399341077,Negative,Positive
nothing,No answer/Nothing,Inspiring Work/Place,9.13251414270042e-05,Nothing,Negative
Allow cross training within all of the departments involved to give us more opportunity to move up and forward. Some of us want the opportunity to learn multiple aspects of a well-functioning community.,Learning & Development,Incentives/Growth,0.003787357481297006,Negative,Positive
Incentives and pay raises,Incentives/Growth,Benefits,0.004344302760351095,Negative,Positive
The staff is great! Management is awesome! The residents are great!,Co-Workers/Teamwork,Inspiring Work/Place,0.01857666767895334,Positive,Negative
none,No answer/Nothing,Inspiring Work/Place,9.33272183903864e-05,Nothing,Negative
Finding ways to better recognize people for their accomplishments and contributions.  ,Appreciation/Recognition,Co-Workers/Teamwork,0.005211864935056014,Negative,Positive
"I feel much pride in the relationships I have developed with the residents I work with. The unit has a very close ""family"" feel. ",Inspiring Work/Place,Co-Workers/Teamwork,0.0025912743994724076,Positive,Negative
None,No answer/Nothing,Inspiring Work/Place,9.33272183903864e-05,Nothing,Negative
Opportunities for learning,Learning & Development,Incentives/Growth,0.009438435821386875,Positive,Negative
"I started almost 16 years ago, alot has changed understandably, but I canâ€™t pinpoint what one thing has made it different. ",No answer/Nothing,Inspiring Work/Place,0.0024719466633310286,Nothing,Negative
Implement incentives to in home care workers for a job well done. ,Incentives/Growth,Appreciation/Recognition,0.009592976592051767,Negative,Positive
no changes,No answer/Nothing,Inspiring Work/Place,0.00020942560267032143,Nothing,Negative
None,No answer/Nothing,Inspiring Work/Place,9.33272183903864e-05,Nothing,Negative
More competitive pay ,Incentives/Growth,Inspiring Work/Place,0.0010555549648846511,Negative,Positive
"Not making up PTO when wanting/needing days off, better medical coverage",Balancing Personal/Productivity,Benefits,0.043575597823664054,Negative,Positive
"They make me feel I matter
I always feel respected and valued",Appreciation/Recognition,Co-Workers/Teamwork,0.11890954593608745,Positive,Negative
The co workers I work with on an daily basis we all as an team player. ,Co-Workers/Teamwork,Inspiring Work/Place,0.0009953180730143648,Positive,Negative
Professional ,Co-Workers/Teamwork,Inspiring Work/Place,0.062075957728185534,Positive,Negative
Most of the residents and their families make it worth working here.,Inspiring Work/Place,Co-Workers/Teamwork,0.0011398063243982454,Positive,Negative
None,No answer/Nothing,Inspiring Work/Place,9.33272183903864e-05,Nothing,Negative
That people donâ€™t treat you like crap and mean to you,Co-Workers/Teamwork,Employee relations,0.04105490352124808,Negative,Positive
I love this company and it's culture.  ,Co-Workers/Teamwork,Inspiring Work/Place,0.22982435850559332,Positive,Nothing
More training. ,Learning & Development,Incentives/Growth,0.0034478487760300357,Negative,Positive
None,No answer/Nothing,Inspiring Work/Place,9.33272183903864e-05,Nothing,Negative
They care about us we arenâ€™t just numbers on a spread sheet,Management Reliability/Integrity,Communication/Support,0.027086187450023454,Positive,Negative
If the pay was a little more! ,Incentives/Growth,Inspiring Work/Place,0.001032900891224708,Negative,Positive
I like their initiative to stay ahead of the curve in an industry that is constantly changing and how they rely on evidence based treatment tools to facilitate greater patient outcomes. ,Inspiring Work/Place,Management Reliability/Integrity,0.015516091071333359,Positive,Negative
Help with schooling thru the company.,Learning & Development,Benefits,0.072246709908095,Positive,Negative
"Management and other co workers are always respectful. When I started here I wasn't looking forward to it because of my previous jobs, but as I started working and getting to know the staff (whom are amazing) and my residents (who are also amazing), I started to love working here and I hope to continue for a long time.",Co-Workers/Teamwork,Management Reliability/Integrity,0.11293030863010568,Positive,Negative
NA ,No answer/Nothing,Inspiring Work/Place,0.00014641749961873785,Nothing,Negative
Communication with floor staff ,Communication/Support,Co-Workers/Teamwork,0.0009546362569870704,Negative,Positive
Better assessments when bringing residents in to live in the community. ,Inspiring Work/Place,Management Reliability/Integrity,0.0036934194892208334,Negative,Positive
the people,Co-Workers/Teamwork,Inspiring Work/Place,0.001584945429966485,Positive,Negative
"the one thing that I would change is that often when new initiatives or programs are introduced, often coworkers that would be directly involved or affected are not asked for any input on the possible changes.
in my position I would not expect to participate in the actual decision making, however I think that there are cases when executives should involve the affected coworkers in the discussion portion of some decisions.",Communication/Support,Management Reliability/Integrity,0.008391146912539392,Negative,Positive
The residents,Inspiring Work/Place,Co-Workers/Teamwork,0.0014551339046451615,Positive,Negative
"Only one thing? I would summarize thusly: Do a better job of managing change! This survey comes at a time that has been stressful in our workplace. My morale is at a low point. Change has come down from above but therapists haven't been given much chance to digest it. Ultimately, upper management at the company seems out of touch.

Money is apparently so tight that we're asked to take mandatory training, deemed critically important for upcoming changes in Medicare, on our own time at home! And we are given pages of handouts, on the fly, that we're supposed to read and then suddenly have comprehension of a new process. Should I worry about Infinity's financial solvency? Perhaps this company could invest some time into understanding the best ways to manage change. Yes, it's a challenge because not all of the therapists are present any one day - we provide therapies 7 days per week. (Therapists already work weekends at same pay rate as weekdays, and have to use PTO for the same events weekday workers do on their ""days off."" Weekend workers generate valuable revenue at a certain personal cost.)    And here we go again - I'm doing this at home on my own time!",Management Reliability/Integrity,Communication/Support,0.03460608248799378,Negative,Positive
"Lots of fun activities to get residents involved in.   Homecoming, Halloween dress up, carnival games, etc.",Inspiring Work/Place,Appreciation/Recognition,0.02205572622224154,Positive,Negative
The staff is like family with the residents ,Inspiring Work/Place,Co-Workers/Teamwork,0.006913053153899188,Positive,Negative
There are always ways to learn more.  Trainings are encouraged and the opportunity is there. ,Learning & Development,Communication/Support,0.005438408094416813,Positive,Negative
"I met a new employee during lunch today and one of the things she  mentioned was how welcoming everyone here is. I would agree. When there are new coworkers, residents, family members etc, we always go above and beyond to make people feel welcome and important. ",Co-Workers/Teamwork,Inspiring Work/Place,0.004051391021441193,Positive,Negative
"The individuals who work with in home care coordination. 
The company focuses on making you feel welcone when calling in. ",Co-Workers/Teamwork,Communication/Support,0.06641192315822575,Positive,Negative
The nursing staff I work with,Co-Workers/Teamwork,Inspiring Work/Place,0.0038758242456168545,Positive,Negative
Consistant and adequate staffing needed to complete job in a safe and accurate manner.,Staffing and Scheduling,Co-Workers/Teamwork,0.0024413689786032936,Negative,Positive
no,No answer/Nothing,Inspiring Work/Place,0.00010874206932586781,Nothing,Negative
IF I CAN CHANGE ONE THING IT WILL BE TO HIRE A HOUSEKEEPER. REASON BEING THAT HOUSEKEEPER SPECIALIZE IN CLEANING AND I KNOW THEY WILL DO A BETTER JOB AT CLEANING UP THEN OUR RA/CNA.,Staffing and Scheduling,Co-Workers/Teamwork,0.007135207068115245,Negative,Positive
Better communication through the tiers. I feel that the top tiers have unrealistic parameters at times.,Communication/Support,Management Reliability/Integrity,0.0011116132140377294,Negative,Positive
I work with a great team and believe it to be the best in this field.  I have had several challenges since I have been handed a large part of the construction process but that will be hopefully done soon.  Karen Baine and Leigh Limpic have been great to work with since day one. Great support from the main offices and always willing to help which makes opening a new building a little bit easier. The staff I work with onsite will pull together and help where any of us are needed and that makes a big difference for all the departments.,Co-Workers/Teamwork,Inspiring Work/Place,0.002181536629747974,Positive,Negative
The People!,Co-Workers/Teamwork,Inspiring Work/Place,0.0021968719862528645,Positive,Negative
"The ability to have meetings with other individuals at other campus locations with the same positions to bounce ideas off each other.  The morals that the company has, although they might not have been carried through at the specific campus I am at. ",Communication/Support,Co-Workers/Teamwork,0.007780394024238174,Positive,Negative
DOR/DOR Asst support and organization skills need improvement the coverage in a very busy building the DOR and Asst are typically only in the building weekdays and Leave early everyday so this is not sufficient for the number of patients and familyâ€™s as well as nursing staff needing information and have questions. The expectations is 85 productivity  making these daily interruptions not efficient.  With 2 DOR the office coverage should be much better since there is no DOR weekend coverage for familyâ€™s to address concerns.  ,Inspiring Work/Place,Communication/Support,0.19001188512285483,Negative,Positive
"Focus on developing leadership, focus on fun, a clear purpose and sincere desire to serve well.  Our corporate leaders are quality people with integrity and service as a priority.  ",Management Reliability/Integrity,Inspiring Work/Place,0.006339008059331893,Positive,Negative
"Re. Pathways/Memory Support: Management pays more attention to adhering to rules strictly, even when unreasonable. And there are certain individuals in management that are always more concerned with being right, with reprimanding and micromanaging, only being involved when there is something (in my experience always very minor issues) negative. There is no focus on when people are doing a good job. Management is a bit cold and condescending when dealing with staff, and there is a lot of favoritism. Not approachable, and I must honestly say that I am made to feel small. I have had my head bitten off for not understanding certain rules over paperwork, when others no call no show and are not addressed if they are a favorite of management. (Manager/ED etc)",Management Reliability/Integrity,Communication/Support,0.0025507471598041095,Negative,Positive
"Use an outside consultant to evaluate/monitor/ make recommendations of operations; use as a readily available resourse person regarding questions, guidance and recommendations to address the ever- changing regulations; use to provide proactive guidance for program development to meet future government regulations .  It is difficult to stay current with regulation changes;  develop policy/ procedures/programs; complete your daily work and implement new systems.",Management Reliability/Integrity,Communication/Support,0.1758478558337051,Negative,Positive
"increase payrate, hire more people",Incentives/Growth,Inspiring Work/Place,0.001957353302515237,Negative,Positive
Staffing Issues,Staffing and Scheduling,Co-Workers/Teamwork,0.002875068546735384,Negative,Positive
I am pleased to have worked here for 5 years.  We have a sense of family on our campus.  Majority of the staff is willing to help others out if needed.  ,Co-Workers/Teamwork,Inspiring Work/Place,0.0012124805520152206,Positive,Negative
Teamwork ,Co-Workers/Teamwork,Communication/Support,0.0012795696655688324,Positive,Negative
None,No answer/Nothing,Inspiring Work/Place,9.33272183903864e-05,Nothing,Negative
The way new employees are treated in this facility is along the lines of workplace harassment they hire new nurses and the nurses that have been there for some time treat them so terribly that it you get nauseated when it's time to go to work they make very serious false accusations and berate you and administration acts like they don't see it or it's not a big deal I've been a nurse for close to 15years and have never been treated the way I have here my resignation is written and I must say it's a relief to see this coming to a end it's sad to because it's a great facility with great residents ,Co-Workers/Teamwork,Inspiring Work/Place,0.20075066459150062,Negative,Positive
Health insurance is great,Benefits,Inspiring Work/Place,0.0007385580610670342,Positive,Negative
"They need to have better health plan for employees 

























",Benefits,Inspiring Work/Place,0.0027257860679805452,Negative,Positive
more benefits for part time employees or more full time positions,Benefits,Incentives/Growth,0.001396776907713893,Negative,Positive
To have everyone get a chance to be involved in activities like TMZ. No matter if they are part time or full time.,Communication/Support,Co-Workers/Teamwork,0.2018627017305606,Negative,Positive
I love working here and the support I get from Steve Threlkeld  and Linda Mackey. It makes it a much more enjoyable place to work. Katherine Coker and Sheron Stevenson are always supportive of my efforts in the Life Enrichment Dept. We have an amazing team.,Co-Workers/Teamwork,Inspiring Work/Place,0.02091438173269657,Positive,Negative
"We work as one team, when there is a problem we work as one to fix it. Everyone is informed together.",Co-Workers/Teamwork,Communication/Support,0.001353596030654597,Positive,Negative
"Family owned with many years of experience, personable, give opportunities to grow, expectations high for success.  ",Management Reliability/Integrity,Inspiring Work/Place,0.006723582290889487,Positive,Negative
Free lunch,Benefits,Incentives/Growth,0.0017672534936564966,Positive,Negative
The employees really care about the residents.,Inspiring Work/Place,Co-Workers/Teamwork,0.058524269009562695,Positive,Negative
no changes just a great place to work,No answer/Nothing,Inspiring Work/Place,0.00021150306575804773,Nothing,Negative
everyone there of work,Co-Workers/Teamwork,Inspiring Work/Place,0.003367752611585853,Positive,Negative
I would pay the pcas more with everything that we do and take care of. ,Incentives/Growth,Inspiring Work/Place,0.00402832759308983,Negative,Positive
teamwork,Co-Workers/Teamwork,Communication/Support,0.0012795696655688324,Positive,Negative
Perhaps developing a position for a rehab intern  that would assist with clerical duties and department upkeep plus provide experience with patient care that would help them towards a career in the therapy profession. Rehab Interns would be high school students or undergrad students not yet in therapy programs but interested in applying and need experience to help get them accepted to grad school. A grow your own type of program beneficial to future recruitment. ,Incentives/Growth,Staffing and Scheduling,0.14189639270897528,Negative,Positive
no,No answer/Nothing,Inspiring Work/Place,0.00010874206932586781,Nothing,Negative
the sceniory all together,Inspiring Work/Place,Co-Workers/Teamwork,0.0352711295311423,Positive,Negative
For management to listen more of employees ideas and complaints. And ways to improve the community.,Management Reliability/Integrity,Communication/Support,0.0038036345794655027,Negative,Positive
more evaluation on new and oncoming employees to make sure they can handle this kind of work.,Communication/Support,Management Reliability/Integrity,0.14230343365029008,Negative,Positive
"pay rate for PCA/Medtech meet more skilled nursing pay rates, due to units here dealing with more skilled care. More care deserves more money in my eyes because it takes more time as well.",Incentives/Growth,Inspiring Work/Place,0.0017145584031413598,Negative,Positive
You are made to feel appreciated when you have to work overtime or longer hours,Appreciation/Recognition,Incentives/Growth,0.020499825193307696,Positive,Negative
hire people that knows what they doing ..  and pay alittle more we do a lot of work  and we love what we do,Staffing and Scheduling,Incentives/Growth,0.08043663257691397,Negative,Positive
"Better education to nursing aid staff regarding the role of the therapist , to provide therapeutic intervention and not to do the nursing aid aspect of it. Better allocation of supplies in the room so it will be readily for use ",Learning & Development,Communication/Support,0.024817137682928106,Negative,Positive
I would hire more employees. Theres not enough employees to get the assigned work done without burning everyone out emotionally and physically. I would also put a stop to employees being rude and bullying others.,Staffing and Scheduling,Co-Workers/Teamwork,0.002601321178181903,Negative,Positive
This would be a better company to work for if the company paid all of its employees a fair and competitive wage instead of paying the lowest amount possible with not many opportunities for a raise or advancement. If Montereau had better wages for its employees this would be the hands down best LongTerm Care facility and company in Oklahoma to work for!,Incentives/Growth,Inspiring Work/Place,0.0036668976043555267,Negative,Positive
Better pay for the caregivers. ,Incentives/Growth,Inspiring Work/Place,0.001342854071334388,Negative,Positive
Doing good job,No answer/Nothing,Co-Workers/Teamwork,0.06052642067353958,Nothing,Positive
"We need to be more ethical and not keep Patients longer than necessary 
Often we are made to feel we need to keep them o  EVEN when they are not home bound.  Also there needs to a SOME sort of system in place for clinicians to have more security in their jobs. we are WILLING TO work when we are swamped but when we are not busy we don't have any work. ",Inspiring Work/Place,Staffing and Scheduling,0.010108075648367989,Negative,Positive
"Christian values of Integrity, Compassion, Honoring God, and pursuing excellence are encouraged",Inspiring Work/Place,Co-Workers/Teamwork,0.03674225909086641,Positive,Negative
I was very proud to work for Country Meadows but the last 5 years have been rough,No answer/Nothing,Inspiring Work/Place,0.10872280101291132,Positive,Negative
It's one of oldest family-owned and family-managed companies in the senior living profession.,Management Reliability/Integrity,Inspiring Work/Place,0.018795304189437825,Positive,Negative
They genuinely care about the residents and employees.,Inspiring Work/Place,Management Reliability/Integrity,0.06291923679158039,Positive,Negative
"My experience has been wonderful.
I feel my suggestions count and any grievances are taken seriously and promptly dealt with.",Communication/Support,Co-Workers/Teamwork,0.009714234583708006,Positive,Negative
They have been flexible with my schedule.,Staffing and Scheduling,Co-Workers/Teamwork,0.010327391073413714,Positive,Negative
Can't think of any thing,No answer/Nothing,Inspiring Work/Place,0.00016304581561219379,Nothing,Negative
More communication ,Communication/Support,Co-Workers/Teamwork,0.0005755983508141754,Negative,Positive
No,No answer/Nothing,Inspiring Work/Place,0.00010874206932586781,Nothing,Negative
Giving every employee the necessary material to perform their jobs. ,Learning & Development,Communication/Support,0.18486277123674993,Negative,Positive
The residents are amazing ,Inspiring Work/Place,Co-Workers/Teamwork,0.0012960202581776463,Positive,Negative
I'm happy with everything the way it is ,No answer/Nothing,Inspiring Work/Place,0.0008331722624451214,Nothing,Positive
"Employees are treated as people, not just a number ",Co-Workers/Teamwork,Appreciation/Recognition,0.017194073958278874,Positive,Negative
Friendliness,Co-Workers/Teamwork,Inspiring Work/Place,0.004508472712243965,Positive,Negative
 able to advance in the company and encouraged.,Incentives/Growth,Inspiring Work/Place,0.014045092046809607,Positive,Negative
"Better pay, it sux here, it's the only reason why I'm actively looking for other employment ",Incentives/Growth,Inspiring Work/Place,0.0010598153107987212,Negative,Positive
we should spend more resources on field level and resident care safety and services. ,Inspiring Work/Place,Management Reliability/Integrity,0.06293870923701429,Negative,Positive
Allowing DAs and PCAs to work together more often. ,Co-Workers/Teamwork,Staffing and Scheduling,0.05053353638363707,Negative,Positive
Better benifits,Benefits,Inspiring Work/Place,0.05581067337340863,Negative,Positive
"There are always opportunities to assist or help in other buildings, or departments or areas.  This gives you an opportunity to work with different employees and learn other skills.  This contributes to an environment where you get to know each other at work and also a personal basis.",Co-Workers/Teamwork,Communication/Support,0.06363558300741003,Positive,Negative
Loving what we do ,Inspiring Work/Place,Co-Workers/Teamwork,0.14903270671996965,Positive,Nothing
"Management needs improved. People to be held accountable for their actions  Management needs to help the team. Managers( all of them) leave and go to lunch for 2 hours and leave 1 nurse and 3 caregivers to answer phones, open the door, feed in the dining room, chart, toliet, deal with families. To much pressure put on nurses and no other department. Management gossips and plays favorites with schedules, or who gets in trouble for call offs and lates. Not fair across the board. Management is very unprofessional and will gossip. The good employees are the ones used and abused and unappreciated but, if u sit in the admin office and talk to him and whine you get away with everything. Constantly short staffed. Management needs a complete overhaul! Management is not a strong team to lead a building. There is zero Communication between management and the rest of the team. Managment cares only of them selves and not the rest of the team. They have their own clique. Managers do not interact with resident except activities. BOM will close door because she cant work when residents are talking to her. But it's ok for the nurse to be interrupted multiple times while getting meds ready. Managment acts as though they are the gold and the rest of the team is dirt. Managers never solve problems only add them on to other team members. None of the managers are in the building before 10am. And are never on the floor even when we had 3 out of 4 caregivers call off. There's so many issues here and many employees are unhappy and it always points back to management. No problems are ever taken seriously. Problems are never resolved. They just keep adding up. To many things to continue on with. Please help us!!!",Management Reliability/Integrity,Co-Workers/Teamwork,0.0016369928716942293,Negative,Positive
More staff,Staffing and Scheduling,Co-Workers/Teamwork,0.0019468024370339334,Negative,Positive
"More acknowledgment of appreciation by management and more supporting managers. Overall management needs to slow down and take time for their aides better because they are not â€œa dime, a dozenâ€ I feel like if they rewarded the better aides than the other aides would look up to that and strive for better!! -just my opinion-",Management Reliability/Integrity,Appreciation/Recognition,0.06139360566208633,Negative,Positive
Better pay,Incentives/Growth,Inspiring Work/Place,0.0010854747778786139,Negative,Positive
a lot of support,Co-Workers/Teamwork,Communication/Support,0.018210185563804566,Positive,Negative
"I love the idea of getting double time on your birthday- anywhere I have previously worked, this was never available.  Nice perk to have.
Forks has a nice group of co-workers that are super friendly to each other and new co-workers coming aboard. Also the resident's family observe this as well and it says alot about our facility.",Inspiring Work/Place,Benefits,0.2649599923980976,Positive,Negative
Better pay for all hourly employees.,Incentives/Growth,Inspiring Work/Place,0.0016525621760479828,Negative,Positive
"Overall, people really care",Co-Workers/Teamwork,Inspiring Work/Place,0.01306857375160117,Positive,Negative
Being a Christ centered facility ,Inspiring Work/Place,Co-Workers/Teamwork,0.007369284247424041,Positive,Negative
"I would want clearer expectations from management, and then training on how to achieve those expectations.",Management Reliability/Integrity,Communication/Support,0.04280240834605064,Negative,Positive
