Unnamed: 0,Unnamed: 0.1,Participant ID,Question ID,Comment,Label,Sentiment,Label_encoded,Sentiment_encoded,kfold
455,295,92870,One Change,"Work load balance ... expectation is beyond what fits into a normal business day and normal work week  I think once you have worked here for so long example 2 years you should get vacation time. Another thing is if you don't have pto and you need a day off for emergency sick, children, you get pentaliazed. ptp is great but it takes a lot of time to accumulate. change needs to be done for pto/vacation/sick days",Balancing Personal/Productivity (including time off),Negative,1,0,4
4192,2564,74707,One Change,The pay,Incentives/Growth,Negative,6,0,4
1184,6472,93407,One Change,Having more girl cooks :) the uniforms ,Other,Negative,11,0,4
2352,1089,75030,Unique / Unusual,"The people I work with are always willing to help out when needed.  We all help in other departments when circumstances call for it. Housekeeping has helped Dietary, RCA's have helped the Laundry, Office personnel has helped with functions going on. Makes for a great place to work.


",Co-Workers/Teamwork,Positive,3,2,4
2841,542,87361,One Change,Sick time should be different from P. T. O,Benefits,Negative,2,0,4
4696,2745,80478,One Change,"It would be nice to get a raise. Most in my department have not had one in about 8 yrs. Also, I wish the quality of care could be better. I think most of the cnas do the best they can, but they are spread so thin and donâ€™t receive the kind of in house training that they used to. Also, it is so dirty. I remember when, even though it was older, it was spotless and always smelled ok. We didnâ€™t have to have air fresheners to dispense deodorizer all day to try to mask anything. We still remember the good old days where the philosophy was â€œpeople over profitsâ€. I wish it could still be that way, but I understand that the industry has changed. I wish that we could regain our excellent reputation and attract patients that actually have rehab potential. I donâ€™t have any answers for how to do that other than improve the quality of care-I realize that costs money and that it is hard to turn a profit when youâ€™ve become so corporate heavy. I know the market has changed and we have a lot more competition than we used to in the valley. ",Incentives/Growth,Negative,6,0,4
2787,6252,93134,Unique / Unusual,None.,No answer/Nothing,No answer/Nothing,10,1,4
3063,1947,80243,One Change,More face time with higher up management,Communication/Support,Negative,4,0,4
3574,2,161,Unique / Unusual,Constant praise for employees and their excellence. Opportunities need to be given to in house employees first before being offered to outside candidates. ,Appreciation/Recognition,Positive,0,2,4
187,6934,75444,One Change,The database is very out of dateâ€”there should be an internal in house marketing team and full dept that manages exposure and brand to keep things consistent throughout all of the communitiesâ€”website should be more interactive and expansive and personalâ€”-we should contract with a gerontologist/dementia specialist to help counsel the spouses and children on the disease to create a better understanding,Supplies/Systems,Negative,13,0,3
2453,2291,56751,One Change,Better Pay,Incentives/Growth,Negative,6,0,4
1460,6685,75078,One Change,Work hours,Staffing and Scheduling,Negative,12,0,4
1469,4839,76162,One Change,The management. The people there never help when CNAs are already busy doing everything. Instead the assistant nursing goes and yells at us for not having things done when we are in the middle of taking care of clients. They donâ€™t care if they yell in front of family members or not.,Management Reliability/Integrity,Negative,9,0,4
4305,6772,86945,One Change,"Put house keepers in place so R,As have more time for Residence",Staffing and Scheduling,Negative,12,0,4
2748,4562,74110,Unique / Unusual,Good corporate culture and we work well with our sister lines of business. ,Management Reliability/Integrity,Positive,9,2,4
62,293,92797,One Change,"More time off and pay raise for our hard work. be more personable. Celebrate the holidays more,be more decorative and festive and try to make it more inviting to family members",Balancing Personal/Productivity (including time off),Negative,1,0,4
1352,2537,74527,One Change,Pay,Incentives/Growth,Negative,6,0,4
4764,574,91601,One Change,"more employee benefits - paid holidays  instead of having to use PTO, employee discounts for therapy and better increases in pay.",Benefits,Negative,2,0,4
1148,5341,56749,One Change,nothing it is a great place to work,No answer/Nothing,No answer/Nothing,10,1,4
253,6446,75607,One Change,STOP FUCKING SPAMMING ME!  There is nothing unique about this job but a lot of unusual things that goes on like family members trying to get staff in trouble ,Other,Negative,11,0,4
3556,6538,56843,One Change,Have sufficient staffing for all shifts,Staffing and Scheduling,Negative,12,0,4
1189,4740,75201,Unique / Unusual,Everything is organized.,Management Reliability/Integrity,Positive,9,2,4
3728,3116,56352,Unique / Unusual,you are making a deference in older senior living lives.  bringing a smile  to their day. ,Inspiring Work/Place; Quality,Positive,7,2,4
788,6327,93578,One Change,no reply,No answer/Nothing,No answer/Nothing,10,1,4
3081,5829,76212,Unique / Unusual,No,No answer/Nothing,No answer/Nothing,10,1,4
2880,4829,75673,Unique / Unusual,How much they triply care about their caregivers ,Management Reliability/Integrity,Positive,9,2,4
1224,5448,57644,Unique / Unusual,NOTHING,No answer/Nothing,No answer/Nothing,10,1,4
292,6955,87464,Unique / Unusual,Ample supplies to do my job efficiently. I work in building 4. Only been here for a little over a year. And in that time frame the acuity of care has changed tremendously. We really are giving lemons and try our best to make lemonade. Our PCAs and MAs are frustrated with the curve balls that are constantly thrown their way. The nurses are overwhelmed 99% of the time. We try to stick to this cookie cutter CM ways for a building that is not fitting in. It makes it hard to successfully do a job when we have tools but not the most appropriate tools to get the job done. Then we get reprimanded and it's very discouraging. Because we honestly do our best with what we got. ,Supplies/Systems,Positive,13,2,3
4825,5089,92053,One Change,"Structure in staffing -- DON, Supervisor either house or on each unit for continuity and follow through with orders, labs, MD's , med-techs and more.
Currently too many people are trying to do ""things"" and much is ""lost"" or not followed through properly.",Management Reliability/Integrity,Negative,9,0,4
3913,2333,57167,One Change,Increase pay and more employees especially in the nursing department.,Incentives/Growth,Negative,6,0,4
1364,4195,75258,One Change,Lengthier onboarding for employees  Benefits for continuing education. ,Learning & Development,Negative,8,0,4
3281,306,93611,One Change,I would change that at times the caseload is small.  Be able to take  vacation time when I want to take it.  Our policy is you must give 30 days notice to take vacation even if you have coverage.  If you do not give 30 days notice it is denied.,Balancing Personal/Productivity (including time off),Negative,1,0,4
650,2164,57603,One Change,less drama more team work,Employee relations,Negative,5,0,4
96,1186,76099,Unique / Unusual,I just started here on November 19th and I was welcomed in and I feel like Iâ€™ve been working here a long time because of how everyone is treating me. This is a great place to work in my eyes.,Co-Workers/Teamwork,Positive,3,2,4
1295,5210,93587,Unique / Unusual,"The management team goes above and beyond. If a certain floor is running behind and a new admission comes. They help transport the residents to assigned rooms. And help along with needed things. Also during Michigan weather, they provided set meals in the break room, so the employees wouldn't have to go out of their way to risk the harsh road conditions. They also have offered rides for their employees to work, if they live out a ways to make the commute stress free and easier for the individual. ",Management Reliability/Integrity,Positive,9,2,4
795,5509,71742,Unique / Unusual,No.,No answer/Nothing,No answer/Nothing,10,1,4
884,366,57475,Unique / Unusual,benefitscompletly,Benefits,Positive,2,2,4
1940,4583,74334,Unique / Unusual,this company cares about people and demonstrates it everyday,Management Reliability/Integrity,Positive,9,2,4
4449,1353,87510,Unique / Unusual,El cariÃ±o y el recpeto,Co-Workers/Teamwork,Positive,3,2,4
862,5111,92387,One Change,"I believe that the hiring/staffing changes in our area are made on the snap decision of the area director.  She talks about playing ""her chess game"" and many of the therapists in her region feel like they are seen a chess pieces rather than real people with real lives.  I have also seen people hired and move long distance for a position that was advertised as a full time 40 hr/wk position when the case load has not in years.  ",Management Reliability/Integrity,Negative,9,0,4
2498,2298,56796,One Change,Lunch time to be made paid. ,Incentives/Growth,Negative,6,0,4
1560,136,87339,Unique / Unusual,"I enjoy the feeling of relevance, and the appreciation of our 'clients' (residents). The 'mission' of this company is as good as gets, the earnest effort to achieve superior results is in keeping with my own work ethic, and I just plain like the people (the residents AND my employers).",Appreciation/Recognition,Positive,0,2,4
671,5065,91738,Unique / Unusual,"The company was started 20 years ago and is now only on its third President.  The first President was/is a man of great probity - because of him, I think this place started out well from the top down.",Management Reliability/Integrity,Positive,9,2,4
739,5928,80202,Unique / Unusual,N/a,No answer/Nothing,No answer/Nothing,10,1,4
2918,2102,93304,Unique / Unusual,I feel like each worker is treated as an individual...which is what we need more of in the work world...there is constant trainings and classes to better improve ourselves as employees...most of my co-workers are caring individuals...that I work well with...and most of the residents are kind,Communication/Support,Positive,4,2,4
1881,6539,56880,One Change,we need more co worker and manager on duty at night shift who can take care the problem manager wise.,Staffing and Scheduling,Negative,12,0,4
607,6202,92745,One Change,None,No answer/Nothing,No answer/Nothing,10,1,4
2881,405,74190,Unique / Unusual,It has been a blessing to have all of the pass benefits up to date.,Benefits,Positive,2,2,4
219,1344,87441,Unique / Unusual,The warm welcome from staff and residents.  Everyone makes work feel like a second home.,Co-Workers/Teamwork,Positive,3,2,4
2005,4478,57669,One Change,"I, as well as many other coworkers, would appreciate the support and trust of a manager as promised and as i feel it should be. Often times work is under appreciated and it can be very discouraging if a lot of hard work is over looked and expected more of  ",Management Reliability/Integrity,Negative,9,0,4
2876,5851,76332,Unique / Unusual,Not really.,No answer/Nothing,No answer/Nothing,10,1,4
4406,4470,57623,One Change,All members of the Management Team held to the same expectations,Management Reliability/Integrity,Negative,9,0,4
167,6947,80830,One Change,Better stock of OTC meds and wound care supplies Complete use of advanced technology for documentation and record keeping.,Supplies/Systems,Negative,13,0,3
3529,2163,57477,One Change,tell mangers when they know things not to spread the rumors,Employee relations,Negative,5,0,4
3006,3977,92774,Unique / Unusual,The individual residents that we serve,Inspiring Work/Place; Quality,Positive,7,2,4
2810,3293,57444,Unique / Unusual,i like my job and have fun with my resident.,Inspiring Work/Place; Quality,Positive,7,2,4
520,1231,79682,One Change,I honestly wouldn't change anything so far. I have had a great experience working here. The management team is very supportive and my coworkers are very hard workers. ,Co-Workers/Teamwork,Negative,3,0,4
3412,6485,74581,One Change,To be able to wear more comfortable scrubs and/or ones we want like the fun prints of different themes or animals. To me I think it would make our clients more cheerful and happy to see all the different prints that we could wear through out the years.  The muffins are amazing!,Other,Negative,11,0,4
2990,4677,74816,Unique / Unusual,"Like every workplace there is change and turnover but we strive to continue building on longevity.  JEA has a lot of dedicated staff working for their communities for many years.  In an industry where burnout is so high it's reassuring to see people believe in JEA's mission.  We are able to offer nurses in house, given and provide lots of training, and maintain staff longevity.  I feel that this company truly cares about the staff.  ",Management Reliability/Integrity,Positive,9,2,4
518,2186,92068,Unique / Unusual,"No apparent systemic discrimination against race or gender of the people in my clinic!  It is hard for me to say this, but being a guy here sucks. I genuinely feel like I am being judged way harsher for doing the same things as female co-workers. I feel like tasks involving lifting or reaching are constantly given to me. I do not think that the opposite is not true in other fields, however we are specifically talking about this one place. ",Employee relations,Positive,5,2,4
3194,269,86700,One Change,The rotating days. And I would have every other weekend off,Balancing Personal/Productivity (including time off),Negative,1,0,4
1915,5942,80518,One Change,None,No answer/Nothing,No answer/Nothing,10,1,4
4366,2081,93084,Unique / Unusual,There is a lot of communication of the higher-ups with those on the lower levels. Important individuals such as the COO and CEO know the names of many of the employees and many more of the residents. They are extremely approachable and professional.,Communication/Support,Positive,4,2,4
726,3247,56992,One Change,Less resistance from design team; we know our residents and needs of space. ,Inspiring Work/Place; Quality,Negative,7,0,4
3432,6899,56936,One Change,Continue to improve productivity through technology advances.,Supplies/Systems,Negative,13,0,3
2317,4514,58625,Unique / Unusual,No itâ€™s not a great place to work. Managements makes you feel unwelcomed. There are cliches in the community. If youâ€™re not Tammyâ€™s favorite then you get picked on/harassed. ,Management Reliability/Integrity,Negative,9,0,4
285,1496,92783,Unique / Unusual,"supportive staff that feels more like a family than a workplace, they actually care about the patients and coworkers and have very strong work ethic.  GREAT sense of humor , it is a lot of fun to work here.",Co-Workers/Teamwork,Positive,3,2,4
210,2900,91909,One Change,Increased cost of living raises.,Incentives/Growth,Negative,6,0,4
3087,1624,93645,One Change,Those resisting change.,Co-Workers/Teamwork,Negative,3,0,4
3572,4070,93553,Unique / Unusual,I appreciate the Mission and Ministry of NLCS.  Integrity of our company and all who work here is important to me as well as it is to our residents.  ,Inspiring Work/Place; Quality,Positive,7,2,4
949,2634,75340,One Change,Better pay specially the people we here for yrs ...because we do better job that new staff because we care a lot of our resident's are first and we always here because we care on our residents alot,Incentives/Growth,Negative,6,0,4
2957,72,74145,Unique / Unusual,"We have multiple different incentive programs from a bonus structure for our field staff, to a compliment tracking program that rewards staff whom are routinely acknowledged by patients and peers. Staff is very much appreciated in tangible ways by upper level management. Working here feels like an engaging community; a ""family"" feeling.",Appreciation/Recognition,Positive,0,2,4
375,4158,56868,One Change,"Less in person trainings, I already work 80+ hours a pay period overnight and also being expected to show up during the day for trainings that are not applicable to my job/ do not enrich me in any way/ I've already had to learn for my license etc, is infuriating.  There is absolutely no consideration to the fact that some employees work 12hour+ shifts overnight, and that we also have families etc. It is an impossible expectation that we are supposed to attend several meetings/trainings etc during the day, to stay up to date with the annual trainings and to further our career pathway.",Learning & Development,Negative,8,0,4
2709,6456,88513,Unique / Unusual,"though have uniform on everyday. they allow us to have fun on Fridays to dress down. and able to dress up for Halloween or any other fun event. relax dress code to allow for jeans every day (nice jeans, no ripped or torn jeans)",Other,Positive,11,2,4
4615,3147,56498,Unique / Unusual,I love the relationships ive built with the residents and employees,Inspiring Work/Place; Quality,Positive,7,2,4
1302,1162,75508,One Change,"This company is HORRIBLE with human resources. Throughout the entire office, NO ONE EVER returns a phone call. You have to take your own personal time, physically go to the office, and WAIT for and see if the person you are trying to contact and communicate with will even hav4 a conversation with you. Completely ridiculous",Co-Workers/Teamwork,Negative,3,0,4
1338,6881,94383,One Change,Maybe a little more help but over all we are staffed better then must facilities around us.,Staffing and Scheduling,Negative,12,0,4
1736,3401,71681,Unique / Unusual,"Placing the patient and family in the middle and building our services around them

Placing quality of care and great customer service above all else

",Inspiring Work/Place; Quality,Positive,7,2,4
3647,6938,76107,One Change,Have hoyer lifts  We have excellent equipment and supplies to help do our job.  Bonuses and gift cards are often given to employees who go over and above.,Supplies/Systems,Negative,13,0,3
4581,1365,88446,Unique / Unusual,Family feel,Co-Workers/Teamwork,Positive,3,2,4
5209,4844,76208,One Change,The way management treats employees and handles situations!,Management Reliability/Integrity,Negative,9,0,4
818,2171,74842,One Change,"Team work, less gossiping! & NO more noro virus because that's what the facility is affected with! No apparent systemic discrimination against race or gender of the people in my clinic! ",Employee relations,Negative,5,0,4
3456,6454,87295,One Change,Maybe a union  More dress down days would be cool. ,Other,Negative,11,0,4
2785,163,92058,One Change,"Make employees feel more valued and place more emphasis on patients instead of money. If I could change anything, it would be recognizition. As an employee I also do other additional jobs that the mangers donâ€™t necessarily want to do, on top of my position that I still have to maintain. ",Appreciation/Recognition,Negative,0,0,4
4070,3688,79853,Unique / Unusual,the residents and staff really feel like a close knit community.,Inspiring Work/Place; Quality,Positive,7,2,4
2606,2180,79885,One Change,No back biting and speaking about others in the kitchen That everyone is treated fairly stop discriminating against people for having nails because of there sexuality  and firing them. Stop discriminating ,Employee relations,Negative,5,0,4
1486,2669,75569,One Change,Show recognition for job well done and change the pay rate ,Incentives/Growth,Negative,6,0,4
728,5317,56577,Unique / Unusual,no,No answer/Nothing,No answer/Nothing,10,1,4
3064,2502,74329,One Change,A little more money for staff,Incentives/Growth,Negative,6,0,4
28,3818,89199,Unique / Unusual,Itâ€™s a very clean place ,Inspiring Work/Place; Quality,Positive,7,2,4
2173,2073,92800,One Change,"Consistent communication from management. Recognize good results, and not focusing on the negative. ",Communication/Support,Negative,4,0,4
500,4644,74603,One Change,New Director of Nursing who is not raciest and who doesnâ€™t pick favorites ,Management Reliability/Integrity,Negative,9,0,4
3755,1785,57597,One Change,"Communication. Even though communication has improved we still lack in communicating important changes to everyone. Also, holding coworkers accountable for their actions. If a coworker is not completing their tasks and they have already being talked to then they should be held accountable in writing rather than given another verbal warning. ",Communication/Support,Negative,4,0,4
1696,112,76238,Unique / Unusual,"The way we are appreciated and rewarded for our work.  I truly feel coworkers are valued and recognized for their
contributions.  There is an environment of civility and fairness
that allows coworkers to feel comfortable and secure in the workplace.",Appreciation/Recognition,Positive,0,2,4
2101,601,91988,One Change,"More affordable health insurance, higher pay to match high cost of living in this region. ",Benefits,Negative,2,0,4
81,5882,79537,One Change,None,No answer/Nothing,No answer/Nothing,10,1,4
1675,6972,92061,One Change,Reduce the duplication of documentation that is built into the documentation software. Like lots of places documentation guidelines     are provided and it takes time to meet all the guidelines.,Supplies/Systems,Negative,13,0,3
4179,2596,74996,One Change,Better pay for caregivers.,Incentives/Growth,Negative,6,0,4
3333,2170,74725,One Change,That everyone is treated fairly stop discriminating against people for having nails because of there sexuality  and firing them. Stop discriminating  No back biting and speaking about others in the kitchen,Employee relations,Negative,5,0,4
2254,1143,75368,Unique / Unusual,different    people,Co-Workers/Teamwork,Positive,3,2,4
736,288,92043,One Change,Better PTO and Company Paid Holidays To give us certain day off for  2 days of 7 days schedule instead of asking every time you need a day off which is subject for approval.Why canâ€™t we get more than 3 weeks vacation a year please .,Balancing Personal/Productivity (including time off),Negative,1,0,4
3857,4243,91702,Unique / Unusual,"It is great for personal development opportunities 1. This company has always educated us on latest changes in our industry.
2. They believes in Evidence based practice which makes me very comfortable working for them.
3. Provides training for new therapy tools, also provide assistance to manager to implement those new skills with their team members. They have a Clinical brokers to provide 1:1 training with therapist. 
 ",Learning & Development,Positive,8,2,4
3088,6391,94309,Unique / Unusual,na,No answer/Nothing,No answer/Nothing,10,1,4
3746,5837,76242,One Change,None,No answer/Nothing,No answer/Nothing,10,1,4
3647,6938,76107,One Change,Have hoyer lifts  Complete use of advanced technology for documentation and record keeping.,Supplies/Systems,Negative,13,0,4
1308,6896,56879,One Change,"Better, working equipment. I work in building 4. Only been here for a little over a year. And in that time frame the acuity of care has changed tremendously. We really are giving lemons and try our best to make lemonade. Our PCAs and MAs are frustrated with the curve balls that are constantly thrown their way. The nurses are overwhelmed 99% of the time. We try to stick to this cookie cutter CM ways for a building that is not fitting in. It makes it hard to successfully do a job when we have tools but not the most appropriate tools to get the job done. Then we get reprimanded and it's very discouraging. Because we honestly do our best with what we got. ",Supplies/Systems,Negative,13,0,4
2747,1031,74661,Unique / Unusual,Work family is great,Co-Workers/Teamwork,Positive,3,2,4
2370,6921,74478,One Change,The only thing I would have changed would have been the uniform! ,Supplies/Systems,Negative,13,0,4
4497,5781,75495,One Change,None,No answer/Nothing,No answer/Nothing,10,1,4
4339,6886,56391,One Change,"Country Meadows policies falling more in line with state regulations. Less restrictive policies that leave us open to more opportunities for citations We need more stuff, resenable  pay ,
Supply please  ",Supplies/Systems,Positive,13,2,4
5107,6280,93332,One Change,I cannot think of anything that I would change.,No answer/Nothing,No answer/Nothing,10,1,4
4868,6965,91783,One Change,"Having one internet site to do all of my activity (outside of the site we use for all Patient notes, etc.) We have excellent equipment and supplies to help do our job.  Bonuses and gift cards are often given to employees who go over and above.",Supplies/Systems,Negative,13,0,4
316,307,93618,One Change,Decrease productivity levels THE ROTATING SHIFTS SO EMPLOYES CAN HAVE MORE WEEKENDS TO SPEND TIME WITH THEIR FAMILIES..WE GET A WEEKEND OFF EVERY 5 WEEKS FULL TIME HERE,Balancing Personal/Productivity (including time off),Negative,1,0,4
3736,5848,76306,One Change,None,No answer/Nothing,No answer/Nothing,10,1,4
4363,249,75219,One Change,"I can take day off easier  To allow all care givers to have every other weekend off so far this priviledge is only given to RA,s working the morning shift , they have every weekend off, i think the weekends off should be given to all RA""s ",Balancing Personal/Productivity (including time off),Negative,1,0,4
5029,5532,74173,One Change,keep it as it is,No answer/Nothing,No answer/Nothing,10,1,4
502,1684,94418,Unique / Unusual,The people and the steaks,Co-Workers/Teamwork,Positive,3,2,4
3522,1285,80578,Unique / Unusual,The staff In  my department are all competent and caring and do a great job - it feels like we are a â€˜familyâ€™ ,Co-Workers/Teamwork,Positive,3,2,4
5142,6441,75345,Unique / Unusual,The name badges are Ridiculously huge and look silly.  The muffins are amazing!,Other,Negative,11,0,4
2800,3030,93681,One Change,"Working hours, and pay",Incentives/Growth,Negative,6,0,4
1555,6443,75413,One Change,hopeless Having more girl cooks :),Other,Negative,11,0,4
5142,6441,75345,Unique / Unusual,The name badges are Ridiculously huge and look silly.  Maybe a union ,Other,Negative,11,0,4
1612,1479,92677,One Change,Slow down on weeding people out which affects morale.,Co-Workers/Teamwork,Negative,3,0,4
593,2487,74227,Unique / Unusual,Longevity of employment,Incentives/Growth,Positive,6,2,4
4737,6912,71741,One Change,I would like to have access to therapy specific materials. ,Supplies/Systems,Negative,13,0,4
2475,5050,91617,Unique / Unusual,"Infinity Rehab has the best leadership team.  The leaders at Infinity not only teach our Directors essential leadership behaviors, they demonstrate them daily in how they treat others.
Our leadership has a vision for the future, and have implemented a proactive approach to training our workforce to prepare them for the coming changes in healthcare.",Management Reliability/Integrity,Positive,9,2,4
763,1200,76204,Unique / Unusual,"Just recently started, my team has made me feel very comfortable and they have really helped me any time I needed help or them to reach out to staff to get things done they really jumped right in and helped me out. Team support is great",Co-Workers/Teamwork,Positive,3,2,4
1299,3327,57600,One Change,"I would promote employees experiences in advertising employment. Honestly, once good, caring people hear about how rewarding and life enriching our jobs are, I don't think they'll be able to turn down a job here. This is the most rewarding, meaningful, life changing job I have ever had. We are always surrounded by so much love here and not only from the other employees. The residents truly see us as family and helping them live their best possible life in their old age brings so much joy to me. ",Inspiring Work/Place; Quality,Negative,7,0,4
4285,3901,92037,Unique / Unusual,"The population of the resident's we serve, younger adults than traditional long term care.",Inspiring Work/Place; Quality,Positive,7,2,4
455,295,92870,One Change,"Work load balance ... expectation is beyond what fits into a normal business day and normal work week  be more personable. Celebrate the holidays more,be more decorative and festive and try to make it more inviting to family members",Balancing Personal/Productivity (including time off),Negative,1,0,4
5015,5233,93766,Unique / Unusual,The leadership in our community has an inspiring amount of integrity and passion for our mission. ,Management Reliability/Integrity,Positive,9,2,4
1889,5712,75142,Unique / Unusual,Nice company to work for,No answer/Nothing,No answer/Nothing,10,1,4
1610,1587,93470,Unique / Unusual,"People really care about one another on a human level.
There is always opportunity for moving upwards or laterally since we are in a growth mode.
Managers/Directors are always very understanding about the challenges of work-life balance, and try to accommodate for that.",Co-Workers/Teamwork,Positive,3,2,4
2785,163,92058,One Change,Make employees feel more valued and place more emphasis on patients instead of money. I have never worked at a place that appreciates their employees as much as Benton House. I feel we are always rewarded for for the work we do. ,Appreciation/Recognition,Negative,0,0,4
4826,699,56409,One Change,more trust between the nurses and the pcas,Co-Workers/Teamwork,Negative,3,0,4
3103,5452,57662,Unique / Unusual,None,No answer/Nothing,No answer/Nothing,10,1,4
3424,3156,56565,Unique / Unusual,The smile and joy you give the resident,Inspiring Work/Place; Quality,Positive,7,2,4
4299,280,91801,One Change,That essential employees FEEL the same comfort level when requesting time off as those who do not have to be replaced - understanding of course that their request will place a necessary burden on their supervisor. Oncall/mandate schedule for full time employees-you never have time off,Balancing Personal/Productivity (including time off),Negative,1,0,4
4003,3532,75123,Unique / Unusual,I love the residents.,Inspiring Work/Place; Quality,Positive,7,2,4
2647,5676,74921,One Change, Can't think of anything.,No answer/Nothing,No answer/Nothing,10,1,4
4480,133,87128,One Change,"Our days are long and our days are hard. We have a system in place where youâ€™re rewarded by the company if only we have a full facility. As someone who works hard day after day, I think employees need to be recognized more frequently, not just when the company is maximizing profits. This is a back breaking job, and thereâ€™s a lot of labor and love that goes into this job on a daily basis and I feel that the company should recognize staffâ€™s efforts on a monthly basis. Someone thatâ€™s been at the company for 1 year opposed to 1 month is entitled to the same rewards and I donâ€™t believe thatâ€™s a fair reward system. ",Appreciation/Recognition,Negative,0,0,4
3521,4312,56383,Unique / Unusual,Considers ,Management Reliability/Integrity,Positive,9,2,4
3516,5762,75423,One Change,Nothing,No answer/Nothing,No answer/Nothing,10,1,4
5002,2161,56989,One Change,"The co-worker politics sometimes can distract the mission, less politics! Less drama and talking about fellow co-workers.  ",Employee relations,Negative,5,0,4
416,2834,89203,Unique / Unusual,"They are good at finding the right position for an individual. (I was promoted into a position related to my education)
They make an effort to create community among the staff. (Holiday party for Resident Services Staff this January)
",Incentives/Growth,Positive,6,2,4
2794,2294,56764,One Change,"Higher salaries for office staff (we are already raising wages for caregivers). I love my job and my coworkers, and the only thing better would be if no employee had financial stress.",Incentives/Growth,Negative,6,0,4
1184,6472,93407,One Change,"Having more girl cooks :) relax dress code to allow for jeans every day (nice jeans, no ripped or torn jeans)",Other,Negative,11,0,4
346,1881,75171,One Change,There needs to better communication and understanding on the part of management. They expect us to be in multiple places at once without understanding the unpredictability of the residents. We are often short-staffed and we are most definitely underpaid for the amount of work that we must do. ,Communication/Support,Negative,4,0,4
1765,6449,76111,Unique / Unusual,0nly that my mother used to live there. the uniforms ,Other,Positive,11,2,4
3884,3080,150,One Change,Have more time to give to the residents and more time to be involved in helping the employees. Some employees have lots of personal challenges too. ,Inspiring Work/Place; Quality,Negative,7,0,4
2028,4410,56982,Unique / Unusual,"I truly feel the Leader family does their best to make you ""feel"" as if you matter and part of the ""family"" I see a difference in working in a family owned company versus a competitor. It definitely adds value to the work you do and appreciation you receive. ",Management Reliability/Integrity,Positive,9,2,4
479,2345,57231,One Change,"I feel the pay scale needs to increase and improve to promote and retain workers, whether it is a PCA, housekeeping or nursing, etc, this is what I mainly hear on a daily basis from other co-workers.  They do not feel valued as an important member of the team and no incentive to stay or continue doing 100%, when nothing is offered to reward or acknowledge our value and importance.  I too, feel the same.  I know I initially agreed on this pay scale in hopes to climb up the pay scale for my hopefully valued work.  I am below my pay scale at this time and like others, would love to see an increase.",Incentives/Growth,Negative,6,0,4
4776,971,74358,Unique / Unusual,Unique - has God as core value! (This is positive in my eyes).,Co-Workers/Teamwork,Positive,3,2,4
3665,38,57211,Unique / Unusual,"For the most part, everyone is truly kind. It's rare you'll walk by someone without them at least smiling back at you...which is really nice  They make their staff know how much they are appreciated. The management staff send hand written thank you cards to the staff throughout the week to recognize all the staff's hard work and when they go above and beyond for others. They have impromptu ice cream days, pizza parties, coffee and donuts, etc for all the staff. You will see the upper management on the floor helping answer call lights and helping pass trays for meals.",Appreciation/Recognition,Positive,0,2,4
306,1973,87495,Unique / Unusual,The residents are very welcoming and supportive of the staff,Communication/Support,Positive,4,2,4
1402,4429,57285,Unique / Unusual,Passionate and strategic driven leadership team who work together to raise company to new heights.,Management Reliability/Integrity,Positive,9,2,4
3771,4125,94357,Unique / Unusual,The residents.,Inspiring Work/Place; Quality,Positive,7,2,4
259,2119,93457,One Change,Better communication,Communication/Support,Negative,4,0,4
3757,4502,58434,One Change,Management needs some 1:1 training on staff appreciation along with new members bring in new ideas. Each staff member should be valued. ,Management Reliability/Integrity,Negative,9,0,4
234,2110,93368,One Change,More freedom,Communication/Support,Negative,4,0,4
1814,2914,92027,One Change,More money.  I cannot survive on this wage.,Incentives/Growth,Negative,6,0,4
144,4248,91753,One Change,To offer free training courses that lead to some popular and specialized certificates There are many trainings & meetings to educate employees working here!,Learning & Development,Negative,8,0,4
3062,1177,75597,Unique / Unusual,2nd shift -which is my usual shift is the best shift to work on. We are real team players. Get the job done in a precise and timely manner,Co-Workers/Teamwork,Positive,3,2,4
5086,502,76316,Unique / Unusual,"Paid Lunch and lunch period.

Corporate Quality Assurance inspections quarterly.",Benefits,Positive,2,2,4
4880,1300,83606,Unique / Unusual,Giving a time for Prayer each meeting ,Co-Workers/Teamwork,Positive,3,2,4
4525,1388,89150,Unique / Unusual,The unique thing about this company that makes it a great place to work is Management and staff. This is because management make everyone feels equal and like family. That a lone makes me strive for the best at my job when I come to work at Wesley Woods Towers.,Co-Workers/Teamwork,Positive,3,2,4
3029,1681,94395,Unique / Unusual,All my co-workers appear so happy to be at work. I love that the workers happiness reflects on the residents that stay there. Itâ€™s nice to walk around and see so much â€œlifeâ€ here. ,Co-Workers/Teamwork,Positive,3,2,4
1724,1036,74693,Unique / Unusual,I love team work,Co-Workers/Teamwork,Positive,3,2,4
2226,3709,80638,One Change,Fair market hourly wages,Inspiring Work/Place; Quality,Negative,7,0,4
2366,6952,84547,One Change,Need equipment to be able to lift residents Not using paper time sheets but allowing us to put our time on our iPads.,Supplies/Systems,Negative,13,0,4
349,978,74419,Unique / Unusual,Family oriented,Co-Workers/Teamwork,Positive,3,2,4
